Instance,Terminal,Layer,X location,Y location,Voltage
_080_,VPWR,li1,20.4700,40.8000,1.799977
_079_,VPWR,li1,10.5800,46.2400,1.799983
_078_,VPWR,li1,20.4700,40.8000,1.799977
_077_,VPWR,li1,13.8000,51.6800,1.799975
_076_,VPWR,li1,16.7900,51.6800,1.799976
_075_,VPWR,li1,25.3000,57.1200,1.799982
_074_,VPWR,li1,28.7500,51.6800,1.799970
_073_,VPWR,li1,20.2400,62.5600,1.799997
_072_,VPWR,li1,16.7900,57.1200,1.799984
_071_,VPWR,li1,48.0700,29.9200,1.799949
_070_,VPWR,li1,48.0700,19.0400,1.799973
_069_,VPWR,li1,58.8800,13.6000,1.799979
_068_,VPWR,li1,50.3700,13.6000,1.799980
_067_,VPWR,li1,55.2000,24.4800,1.799919
_066_,VPWR,li1,51.2900,19.0400,1.799972
_065_,VPWR,li1,52.4400,24.4800,1.799919
_064_,VPWR,li1,44.8500,13.6000,1.799981
_063_,VPWR,li1,41.4000,24.4800,1.799930
_062_,VPWR,li1,40.2500,13.6000,1.799983
_061_,VPWR,li1,48.7600,35.3600,1.799981
_060_,VPWR,li1,51.7500,35.3600,1.799981
_059_,VPWR,li1,59.8000,29.9200,1.799947
_058_,VPWR,li1,58.6500,35.3600,1.799981
_057_,VPWR,li1,36.8000,51.6800,1.799968
_056_,VPWR,li1,41.8600,35.3600,1.799981
_055_,VPWR,li1,45.3100,35.3600,1.799981
_054_,VPWR,li1,38.1800,35.3600,1.799982
_053_,VPWR,li1,40.0200,51.6800,1.799966
_052_,VPWR,li1,36.8000,40.8000,1.799948
_051_,VPWR,li1,59.1100,24.4800,1.799919
_050_,VPWR,li1,15.8700,35.3600,1.799988
_049_,VPWR,li1,17.7100,19.0400,1.799989
